Client,word,machine_translation,human_translation,theme,category,description,earliest event type,earliest event date,latest event type,latest event date
YY,江蛤蛤,River clam clams,,political ,CPC Criticism,Poking fun at Jiang Zemin for looking like a clam: https://zh.wikipedia.org/wiki/%E8%86%9C%E8%9B%A4%E6%96%87%E5%8C%96,first_seen,2015-06-01,del,2015-09-10
YY,关于真理,About Truth,,Misc,Context unclear,,first_seen,2015-06-01,del,2015-09-10
YY,巨大的成功,A huge success,,Misc,Context unclear,,first_seen,2015-06-01,del,2015-09-10
YY,ωωω．sЬЬ3．cοm,Ωωω. sЬЬ3. cοm,,technology,url,,add,2015-09-10,last_seen,2016-09-09
YY,挖眼角膜,Dig cornea,,political ,falun gong,2013 rumors that eyes being harvested from Falun Gong prisoners,add,2015-09-10,last_seen,2016-09-09
YY,国家人权行动,National Human Rights Action,,political ,human rights,,add,2015-09-10,last_seen,2016-09-09
YY,共匪荼毒,Communist poison,,political ,CPC Criticism,,add,2015-09-10,last_seen,2016-09-09
YY,打倒共匪,Down with the bandits,Down with the CCP bandits,political ,CPC Criticism,,first_seen,2015-06-01,last_seen,2016-09-09
YY,零八宪章,Charter 08,,political ,charter 08,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,零八宪章,Charter 08,,political ,charter 08,,first_seen,2015-08-30,last_seen,2016-07-12
YY,「红烧兔子」,"""Braised rabbit.""",,Misc,Context unclear,,add,2015-09-10,last_seen,2016-09-09
YY,我出钱你炒股,I pay you stocks,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,线上配资,Online with capital,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,无需证券开户,No securities account,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,创新融资工具,Innovative financing tools,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,股票配资,Shares with capital,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,看阴道加,Look vaginal plus,,Social,Prurient,,add,2015-09-10,last_seen,2016-09-09
YY,aъсъъκ,,,Misc,Context unclear,,add,2015-09-10,last_seen,2016-09-09
YY,Ai.Weiwei.Never.Sorry,Ai.Weiwei.Never.Sorry,,people,Dissident ,,add,2015-09-10,last_seen,2016-09-09
YY,Ai.Weiwei,Ai.Weiwei,,people,Dissident ,,add,2015-09-10,last_seen,2016-09-09
YY,艾青“逆子”,"Ai Qing ""inverse""",,people,Dissident ,,add,2015-09-10,last_seen,2016-09-09
YY,自由与人权斗士,Freedom and human rights fighters,,people,Dissident ,,add,2015-09-10,last_seen,2016-09-09
YY,《老妈蹄花》,"""Mom Ti Hua""",,people,Dissident ,A video Ai Weiwei made: https://www.youtube.com/watch?v=lbHeLYprj1w,add,2015-09-10,last_seen,2016-09-09
YY,公民调查,Citizen Survey,,people,Dissident ,Could refer to Ai Weiwei's call for a public survey after the Sichuan earthquake: http://news.163.com/09/0514/12/5999E58H000120GR.html; Or to a banned film with the same title: https://www.youtube.com/watch?v=vmIM18NZicY,add,2015-09-10,last_seen,2016-09-09
YY,艾未未骑“三蹦子”,"Ai Weiwei ride ""three-hop sub""",,people,Dissident ,,add,2015-09-10,last_seen,2016-09-09
YY,KickStarter,KickStarter,,people,Dissident ,June 2014 controversy about short film featuring Ai Weiwei,add,2015-09-10,last_seen,2016-09-09
YY,杰森·维什诺沙尘暴,Jason Wei Shennuo Sandstorm,,people,Dissident ,https://news.artnet.com/people/the-sand-storm-director-apologizes-to-ai-weiwei-for-exploiting-his-name-34343,add,2015-09-10,last_seen,2016-09-09
YY,艾未未沙尘暴,Ai Weiwei Sandstorm,,people,Dissident ,https://news.artnet.com/people/the-sand-storm-director-apologizes-to-ai-weiwei-for-exploiting-his-name-34343,add,2015-09-10,last_seen,2016-09-09
YY,杰森·维什诺,Jason Wei Shennuo,,people,Dissident ,https://news.artnet.com/people/the-sand-storm-director-apologizes-to-ai-weiwei-for-exploiting-his-name-34343,add,2015-09-10,last_seen,2016-09-09
YY,艾#未未,Ai Weiwei #,,people,Dissident ,https://news.artnet.com/people/the-sand-storm-director-apologizes-to-ai-weiwei-for-exploiting-his-name-34343,add,2015-09-10,last_seen,2016-09-09
YY,艾未未,Ai Weiwei,,people,Dissident ,https://news.artnet.com/people/the-sand-storm-director-apologizes-to-ai-weiwei-for-exploiting-his-name-34343,add,2015-09-10,last_seen,2016-09-09
YY,Jason Wishnow,Jason Wishnow,,people,Dissident ,https://news.artnet.com/people/the-sand-storm-director-apologizes-to-ai-weiwei-for-exploiting-his-name-34343,add,2015-09-10,last_seen,2016-09-09
YY,人权斗士,Human rights fighters,,people,Dissident ,,add,2015-09-10,last_seen,2016-09-09
YY,维什诺,Wei Shennuo,,people,Dissident ,Film director Jason Wishnow: https://news.artnet.com/people/the-sand-storm-director-apologizes-to-ai-weiwei-for-exploiting-his-name-34343,add,2015-09-10,last_seen,2016-09-09
YY,水贩子,Water traffickers,,people,Dissident ,Short film where Ai Weiwei plays a water smuggler: http://www.firstshowing.net/2014/watch-chinese-lo-fi-sci-fi-short-the-sand-storm-with-ai-weiwei/,add,2015-09-10,last_seen,2016-09-09
YY,杜可风,Doyle,,people,Dissident ,"Director Christopher Doyle, who made an Ai Weiwei music video: https://en.wikipedia.org/wiki/Christopher_Doyle#Videos",add,2015-09-10,last_seen,2016-09-09
YY,艾未来,Ai Future,,people,Dissident ,,add,2015-09-10,last_seen,2016-09-09
YY,yyFuZhu,YyFuZhu,,technology,url,,add,2015-09-10,last_seen,2016-09-09
YY,yyfuzhu.com,Yyfuzhu.com,,technology,url,,add,2015-09-10,last_seen,2016-09-09
YY,yy直播出事, yy live accident,,Event,YY sex video,Reference to incident where YY anchor had intercourse with her webcam on,add,2015-09-10,last_seen,2016-09-09
YY,忘关视频被啪, Forgot to turn off the video is snapped,forgot to turn off the video while having sex,Event,YY sex video,Reference to incident where YY anchor had intercourse with her webcam on,add,2015-09-10,last_seen,2016-09-09
YY,忘记关视频被啪, Forgot to turn off the video is snapped,forgot to turn off the video while having sex,Event,YY sex video,Reference to incident where YY anchor had intercourse with her webcam on,add,2015-09-10,last_seen,2016-09-09
YY,yy出事视频, yy accident video,,Event,YY sex video,Reference to incident where YY anchor had intercourse with her webcam on,add,2015-09-10,last_seen,2016-09-09
YY,YY不雅视频, YY indecent video,,Event,YY sex video,Reference to incident where YY anchor had intercourse with her webcam on,add,2015-09-10,last_seen,2016-09-09
YY,主播不雅视频, Anchor indecent video,,Event,YY sex video,Reference to incident where YY anchor had intercourse with her webcam on,add,2015-09-10,last_seen,2016-09-09
YY,بۇلۇتلۇق ھاۋا,,cloudy weather,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,نەرسىلەر ياخشى,,good things,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,بار يەردە توي پالانچى,,wedding place,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ياخشى سودا,,good business/trade,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,زۇكام يۇقۇملۇق,,contagious flue,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,يېتىش بالنىستا,,stay in hospital,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,باشقۇرۇش بازار,,market management,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,قۇغۇنى قۇمۇل,,Komul's sweet mellon ,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ياڭيۇ تاتلىق,,sweet potato,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,دىگەن سالاي كۆۋرۈك,,hope to build a bridge,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,Mahpi,,secret,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,qurultay,,congress,political ,Uyghur ,"Also spelled as kurultay, kurultai, qurıltai, qorıltay, and qoroltay. Originally refers to a political and military council of ancient Mongol chiefs and khans which was later borrowed by Turkic peoples. In modern days, the term is used by Mogolian and Turkic peoples as a synonym for parliament, convention, and/or gathering: https://en.wikipedia.org/wiki/Kurultai",add,2015-09-10,last_seen,2016-09-09
Sina Show,qurultay,,congress,political ,Uyghur ,"Also spelled as kurultay, kurultai, qurıltai, qorıltay, and qoroltay. Originally refers to a political and military council of ancient Mongol chiefs and khans which was later borrowed by Turkic peoples. In modern days, the term is used by Mogolian and Turkic peoples as a synonym for parliament, convention, and/or gathering: https://en.wikipedia.org/wiki/Kurultai",first_seen,2015-08-30,last_seen,2016-07-12
YY,kurultay,,congress,political ,Uyghur ,"Also spelled as qurultay, qurultay, qurıltai, qorıltay, and qoroltay. Originally refers to a political and military council of ancient Mongol chiefs and khans which was later borrowed by Turkic peoples. In modern days, the term is used by Mogolian and Turkic peoples as a synonym for parliament, convention, and/or gathering: https://en.wikipedia.org/wiki/Kurultai",add,2015-09-10,last_seen,2016-09-09
Sina Show,kurultay,,congress,political ,Uyghur ,"Also spelled as qurultay, qurultay, qurıltai, qorıltay, and qoroltay. Originally refers to a political and military council of ancient Mongol chiefs and khans which was later borrowed by Turkic peoples. In modern days, the term is used by Mogolian and Turkic peoples as a synonym for parliament, convention, and/or gathering: https://en.wikipedia.org/wiki/Kurultai",first_seen,2015-08-30,last_seen,2016-07-12
YY,Kurulteyi,,congress,political ,Uyghur ,"Likely referring to ""kurultayı"", Turkish translation of congress. ",add,2015-09-10,last_seen,2016-09-09
YY,kurax,,,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,Kurex,,,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,istiklal,,victory,political ,Uyghur ,"Likely referring to the İstiklal Avenue, one of the most famous avenues in Istanbul, Turkey.",add,2015-09-10,last_seen,2016-09-09
YY,Istiqlal,,victory,political ,Uyghur ,"Likely referring to the Istiqlal or Independence Party, a political party in Morocco which is a conservative and monarchist party and a member of the Centrist Democrat International: https://en.wikipedia.org/wiki/Istiqlal_Party",add,2015-09-10,last_seen,2016-09-09
YY,hokomiti,,,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,hokomat,,,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,Hukumat,,,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,tashkilat,,,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,Teshkilat,,,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
Sina Show,Teshkilat,,,political ,Uyghur ,,first_seen,2015-08-30,last_seen,2016-07-12
YY,مۇناپىق,,traitor,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,قادىر رابىيە,,Rebiya Kadeer,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,كوممۇنىست,,communist,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ئىسلام ئاۋازى,,voice of Islam,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,تاھىر يۇلداشە,,Tahi Yoldashov/f,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,qural,,weapon,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,kural,,weapon,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,تۈركىستان,,Dogu/East Turkestan,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ئەبۇ زەيد,,Abu Zayd,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,پارتلىتىش,,blow up/explosion,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
YY,تاجاۋۇز,,invasion,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,Tajawuz,,,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
Sina Show,Tajawuz,,,political ,Uyghur ,,first_seen,2015-08-30,last_seen,2016-07-12
YY,ئابدۇللاھ مەنسۇر,,Abdullah Mensur,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,مۇجاھىد,,mujahid,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
YY,azatqi,,,political ,Uyghur ,"A user named ""azatqi"" posted a number of videos about Seypidin Eziz, the first chairman of the Xinjiang Uyghur Autonomous Region of China, on Youku, Chian's YouTube-like platform: http://i.youku.com/i/UNDAzNDU2OTgw/videos",add,2015-09-10,last_seen,2016-09-09
YY,Mujahid,,,political ,terrorism ,"A mujahid (Arabic: مجاهد mujāhid) is one who struggles for the sake of Allah and Islam. The literal meaning of ""Mujahid"" is ""inner-struggler"" and common in Middle Eastern and Southwest Asian names.",add,2015-09-10,last_seen,2016-09-09
Sina Show,Mujahid,,,political ,terrorism ,"A mujahid (Arabic: مجاهد mujāhid) is one who struggles for the sake of Allah and Islam. The literal meaning of ""Mujahid"" is ""inner-struggler"" and common in Middle Eastern and Southwest Asian names.",first_seen,2015-08-30,last_seen,2016-07-12
YY,Xinjiang Terrorist,,,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
YY,بىن لادىن,,Bin Laden,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
YY,bin ladin,,,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
YY,jihadtexkilat,,,political ,terrorism,,add,2015-09-10,last_seen,2016-09-09
YY,Terrori,,Terror,political ,terrorism,,add,2015-09-10,last_seen,2016-09-09
YY,Terrorist,,Terrorist ,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
YY,Terorist,,Terrorist ,political ,terrorism,,add,2015-09-10,last_seen,2016-09-09
YY,بازار ەشكىلاتىەلقائىدە تەشكىلاتىئ,,Bazaar Teshkilatelqaide/organization of rule,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ئۆزبېكىستان ئىسلام ھەركىتى,,Turkestan Islamic Movement,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,وگۇ تۈركىستان,,Dogu/East Turkestan,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,تۈركىستان  ئىسلام پار تىيىسى,,Turkestan Islam Party,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,كاپىر,,non-believer,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,جىھاد,,jihad,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
YY,partila,,explode,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,partla,,explode,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,jehat,,jihad,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
YY,jahad,,jihad,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
Sina Show,jahad,,jihad,political ,terrorism ,,first_seen,2015-08-30,last_seen,2016-07-12
YY,ixit,,dog,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,amut,,pear,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,كامىرا,,camera,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,دوختۇر,,doctor,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ئىت,,dog,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,داۋالىنىش,,get treatment,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,شىپاخانا,,clinic,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,دوختۇرخانا,,hospital,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ئەمىر,,leader,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,كىنىشكە,,card,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,دەپتەر,,notebook,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ھاۋانچا,,a mortar,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,تۇربا,,pipe,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ياڭاق,,walnut,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,گۈرۈچ,,rice,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,نەشپۈت,,pear,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,ئامۇت,,pear,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,سەۋزە,,carrots,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,پىياز,,onion,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,چامغۇر,,turnip,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,Emir,,leader,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
Sina Show,Emir,,leader,political ,Uyghur ,,first_seen,2015-08-30,last_seen,2016-07-12
YY,mehpi,,secret,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,jihat,,jihad,political ,terrorism ,,add,2015-09-10,last_seen,2016-09-09
Sina Show,jihat,,jihad,political ,terrorism ,,first_seen,2015-08-30,last_seen,2016-07-12
YY,texkilat,,organization,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
Sina Show,texkilat,,organization,political ,Uyghur ,,first_seen,2015-08-30,last_seen,2016-07-12
YY,taxkilat,,organization,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
Sina Show,taxkilat,,organization,political ,Uyghur ,,first_seen,2015-08-30,last_seen,2016-07-12
YY,hitay,,Chinese,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
Sina Show,hitay,,Chinese,political ,Uyghur ,,first_seen,2015-08-30,last_seen,2016-07-12
YY,خىتاي,,Chinese,political ,Uyghur ,,add,2015-09-10,last_seen,2016-09-09
YY,硝酸碳酰肼锰炸药,Carbohydrazide manganese nitrate explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,硝基脲炸药,Nitrourea explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,特屈儿炸药,Special flexor children explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,三硝基苯甲硝胺,Three tetryl,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,硝酸肼,Hydrazine nitrate,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,硝酸盐炸药,Nitrate explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,硝酸盐炸药,Nitrate explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,漂白剂炸弹,Bleach bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,漂白剂炸弹,Bleach bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,硝化棉炸药,Nitrocellulose explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,引爆系统,Detonation system,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,硝酸甘油炸药,Nitroglycerin dynamite,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,铝热炸弹,Thermite bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,无锈蚀击发药,No rust firing drug,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,无锈蚀击发药,No rust firing drug,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,无雷汞击发药,No Leigong firing drug,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,白糖炸弹,Sugar bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,白糖炸弹,Sugar bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,高压锅炸弹,Pressure cooker bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,高压锅炸弹,Pressure cooker bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,简易定时炸弹,Easy Time Bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,简易空气炮,Simple air cannon,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,化肥炸弹,Fertilizer bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,干冰炸弹,Dry Ice Bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,干冰炸弹,Dry Ice Bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,黄色炸药苦味酸,TNT picric,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,雷汞炸药,Leigong explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,碎片式地雷,Fragmented mines,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,制作地雷,Create mines,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,出售地雷,For Sale mines,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,爆炸式地雷,Explosive mines,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,莫洛托夫鸡尾酒炸弹,Molotov cocktail bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,黑梯铝炸药,Black aluminum ladder explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,黑梯铝炸药,Black aluminum ladder explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,粉笔炸弹,Chalk bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,粉笔炸弹,Chalk bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,奥克托今,HMX,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
9158,奥克托今,HMX,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,气狗v信,Air Dog v letter,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,气狗威信,Air Dog prestige,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,汽狗威信,Steam dog prestige,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,汽狗v信,Steam dog v letter,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-10,last_seen,2016-09-09
YY,硝糖烟雾弹,Glass Sugar smoke bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
9158,硝糖烟雾弹,Glass Sugar smoke bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,简易爆炸装置,Improvised explosive devices,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
9158,简易爆炸装置,Improvised explosive devices,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,化学物品合成炸药,Chemical synthesis of explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,鸡尾酒炸弹,Cocktail bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,爆炸箭头,Exploding arrows,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
9158,爆炸箭头,Exploding arrows,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,汽油燃烧弹,Gasoline incendiary,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,凝固汽油弹,Napalm,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,泡沫聚苯乙烯,Styrofoam,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,硝酸肼液体,Hydrazine nitrate liquid,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
9158,硝酸肼液体,Hydrazine nitrate liquid,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,硝酸肼镍,Nickel hydrazine nitrate,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,太恩炸药,Well too explosive,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,太恩炸药,Well too explosive,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
YY,淘宝刷销量,Taobao brush sales,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,淘宝刷流量,Taobao brush flow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,刷信誉,Brush credibility,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,淘宝刷单,Taobao Scalping,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,淘宝兼职,Taobao part,Taobao part timer ,Social,Illicit goods and services / Trafficking of illicit goods and services,"Taobao ""part-timer"", refers to those who model on the side for products on Taobao, provide customer service to buyers, or act as a click farmer to fake ratings and reviews for a Taobao store.",add,2015-09-11,del,2015-09-22
YY,网上兼职,Online part,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,网络兼职,Network part-time,,Social,Illicit goods and services / Trafficking of illicit goods and services,could refer to scamming people online,add,2015-09-11,del,2015-10-27
YY,刷好评,Brush praise,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,淘宝放单,Taobao release a single,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-09-11,last_seen,2016-09-09
YY,网络电视软件,Internet TV software,,technology,hardware,,add,2015-09-14,last_seen,2016-09-09
YY,网络电视机顶盒,Network TV set-top boxes,,technology,hardware,,add,2015-09-14,last_seen,2016-09-09
YY,电视棒,TV Stick,,technology,hardware,,add,2015-09-14,last_seen,2016-09-09
9158,电视棒,TV Stick,,technology,hardware,,add,2015-09-09,del,2015-10-13
